DATE,GOLDAMGBD228NLBM,GOLDPMGBD228NLBM,GVZCLS,VXGDXCLS,BAMLH0A0HYM2,SP500
2016-06-21,1280.800,1272.600,20.65,50.88,6,2088.9
2016-06-22,1265.000,1264.850,22.25,53.80,5.96,2085.45
2016-06-23,1265.750,1262.150,20.10,48.88,5.83,2113.32
2016-06-24,1313.850,1315.500,22.20,49.96,6.33,2037.41
2016-06-27,1324.600,1324.550,22.52,49.88,6.57,2000.54
2016-06-28,1312.000,1309.700,20.18,47.68,6.48,2036.09
2016-06-29,1317.750,1321.500,19.26,46.56,6.26,2070.77
2016-06-30,1317.000,1320.750,18.50,44.77,6.21,2098.86
2016-07-01,1331.750,1340.000,18.43,45.65,6.12,2102.95
2016-07-04,1348.750,1350.750,.,.,6.12,.
2016-07-05,1344.750,1350.750,20.09,49.42,6.16,2088.55
2016-07-06,1370.000,1366.250,21.18,49.54,6.14,2099.73
2016-07-07,1367.100,1356.700,20.55,49.60,6.02,2097.9
2016-07-08,1356.100,1354.250,18.79,47.44,5.88,2129.9
2016-07-11,1358.250,1357.100,18.93,45.98,5.66,2137.16
2016-07-12,1352.850,1342.400,17.94,47.66,5.46,2152.14
2016-07-13,1340.250,1342.750,17.61,46.78,5.58,2152.43
2016-07-14,1325.700,1323.600,17.15,45.81,5.44,2163.75
2016-07-15,1330.500,1327.000,16.91,45.78,5.42,2161.74
2016-07-18,1326.150,1334.700,16.96,43.45,5.44,2166.89
2016-07-19,1332.200,1330.900,16.71,42.86,5.45,2163.78
2016-07-20,1325.600,1315.900,17.21,44.39,5.4,2173.02
2016-07-21,1322.000,1321.150,17.77,43.84,5.41,2165.17
2016-07-22,1323.200,1320.750,17.61,43.57,5.39,2175.03
2016-07-25,1315.000,1313.150,17.74,44.68,5.39,2168.48
2016-07-26,1321.250,1323.000,17.45,44.49,5.45,2169.18
2016-07-27,1320.800,1329.000,16.93,45.34,5.51,2166.58
2016-07-28,1341.300,1341.750,16.31,44.82,5.54,2170.06
2016-07-29,1332.500,1342.000,15.80,44.67,5.61,2173.6
2016-08-01,1348.850,1349.650,16.28,43.87,5.69,2170.84
2016-08-02,1358.150,1363.750,16.45,44.54,5.73,2157.03
2016-08-03,1364.400,1358.900,16.18,43.41,5.72,2163.79
2016-08-04,1351.150,1362.750,16.06,42.72,5.65,2164.25
2016-08-05,1362.600,1340.400,15.60,42.16,5.46,2182.87
2016-08-08,1330.000,1336.800,15.49,41.74,5.42,2180.89
2016-08-09,1332.900,1341.000,14.41,41.17,5.36,2181.74
2016-08-10,1351.850,1347.700,14.89,41.21,5.38,2175.49
2016-08-11,1344.550,1355.000,15.37,41.27,5.31,2185.79
2016-08-12,1336.700,1352.200,15.01,40.49,5.34,2184.05
2016-08-15,1339.200,1339.400,14.67,39.68,5.23,2190.15
2016-08-16,1349.100,1344.000,16.13,38.90,5.17,2178.15
2016-08-17,1342.750,1343.350,15.83,39.15,5.19,2182.22
2016-08-18,1347.100,1350.050,14.97,38.29,5.2,2187.02
2016-08-19,1346.850,1346.400,15.35,39.45,5.15,2183.87
2016-08-22,1334.300,1335.900,15.82,38.68,5.18,2182.64
2016-08-23,1338.500,1342.000,15.62,38.03,5.14,2186.9
2016-08-24,1337.300,1327.250,16.89,42.73,5.13,2175.44
2016-08-25,1324.500,1321.300,16.73,42.47,5.14,2172.47
2016-08-26,1324.900,1318.750,16.17,42.32,5.04,2169.04
2016-08-29,.,.,15.95,40.37,5.1,2180.38
2016-08-30,1318.850,1318.150,15.99,42.77,5.07,2176.12
2016-08-31,1314.450,1309.250,16.01,44.94,5.1,2170.95
2016-09-01,1305.700,1309.500,16.25,45.64,5.12,2170.86
2016-09-02,1311.500,1324.700,14.58,40.92,5.09,2179.98
2016-09-05,1328.300,1326.350,.,.,5.09,.
2016-09-06,1330.050,1337.250,15.60,41.73,5.09,2186.48
2016-09-07,1348.750,1348.350,15.00,41.44,5.07,2186.16
2016-09-08,1348.000,1343.400,14.97,41.36,4.99,2181.3
2016-09-09,1335.650,1330.850,15.49,46.02,5.1,2127.81
2016-09-12,1327.500,1324.600,15.20,48.15,5.18,2159.04
2016-09-13,1328.500,1323.650,15.78,49.74,5.24,2127.02
2016-09-14,1323.200,1321.750,15.32,47.97,5.26,2125.77
2016-09-15,1320.100,1310.800,15.07,48.10,5.26,2147.26
2016-09-16,1314.250,1308.350,14.78,47.18,5.27,2139.16
2016-09-19,1315.050,1314.850,15.68,45.03,5.25,2139.12
2016-09-20,1315.400,1313.800,15.69,46.45,5.24,2139.76
2016-09-21,1319.600,1326.100,14.69,43.05,5.22,2163.12
2016-09-22,1332.450,1339.100,13.73,41.60,5.09,2177.18
2016-09-23,1335.900,1338.650,13.93,41.94,5.1,2164.69
2016-09-26,1336.300,1340.500,14.98,43.54,5.16,2146.1
2016-09-27,1335.850,1327.000,14.53,42.67,5.18,2159.93
2016-09-28,1324.800,1322.500,13.98,42.99,5.14,2171.37
2016-09-29,1320.850,1318.100,13.86,42.42,5.09,2151.13
2016-09-30,1327.900,1322.500,13.88,40.90,4.97,2168.27
2016-10-03,1318.650,1313.300,14.16,42.51,4.93,2161.2
2016-10-04,1309.150,1283.300,15.80,48.06,4.85,2150.49
2016-10-05,1274.000,1269.400,15.21,47.79,4.78,2159.73
2016-10-06,1265.500,1254.500,16.05,49.37,4.75,2160.77
2016-10-07,1255.000,1258.750,15.72,47.44,4.76,2153.74
2016-10-10,1262.100,1259.500,15.60,45.38,4.76,2163.66
2016-10-11,1256.400,1253.450,15.63,46.73,4.75,2136.73
2016-10-12,1255.700,1256.500,15.61,46.10,4.75,2139.18
2016-10-13,1258.000,1261.050,15.63,47.02,4.82,2132.55
2016-10-14,1256.150,1251.750,15.14,46.45,4.72,2132.98
2016-10-17,1252.700,1254.800,15.23,46.24,4.76,2126.5
2016-10-18,1261.650,1258.200,14.73,45.04,4.72,2139.6
2016-10-19,1269.750,1269.050,14.59,46.73,4.66,2144.29
2016-10-20,1269.200,1271.650,14.68,45.19,4.62,2141.34
2016-10-21,1263.950,1266.050,14.55,45.01,4.62,2141.16
2016-10-24,1267.000,1265.550,14.95,44.95,4.6,2151.33
2016-10-25,1269.300,1269.400,14.55,44.00,4.6,2143.16
2016-10-26,1273.900,1270.500,14.48,44.76,4.66,2139.43
2016-10-27,1269.300,1266.250,15.00,45.75,4.69,2133.04
2016-10-28,1265.900,1273.000,16.62,45.69,4.76,2126.41
2016-10-31,1274.200,1272,18.13,46.54,4.91,2126.15
2016-11-01,1284.400,1288.45,19.02,48.01,5.05,2111.72
2016-11-02,1295.850,1303.750,19.32,48.93,5.15,2097.94
2016-11-03,1293.000,1301.000,19.98,49.47,5.15,2088.66
2016-11-04,1301.700,1302.800,20.22,50.60,5.2,2085.18
2016-11-07,1286.800,1283.050,18.53,49.42,5.01,2131.52
2016-11-08,1284.000,1282.350,17.93,48.86,4.98,2139.56
2016-11-09,1304.550,1281.400,16.68,45.76,4.94,2163.26
2016-11-10,1280.900,1267.500,18.52,48.28,4.97,2167.48
2016-11-11,1255.650,1236.450,23.25,53.53,4.97,2164.45
2016-11-14,1222.600,1213.600,20.50,53.17,5.11,2164.2
2016-11-15,1228.900,1226.950,16.42,47.65,4.94,2180.39
2016-11-16,1225.700,1229.200,15.77,47.47,4.94,2176.94
2016-11-17,1232.000,1226.750,17.50,47.36,4.85,2187.12
2016-11-18,1206.100,1211.000,17.03,46.05,4.84,2181.9
2016-11-21,1214.950,1214.250,15.86,44.31,4.78,2198.18
2016-11-22,1217.550,1212.250,15.43,44.55,4.7,2202.94
2016-11-23,1213.250,1185.350,18.53,46.51,4.66,2204.72
2016-11-24,1187.250,1186.100,.,.,4.66,.
2016-11-25,1187.500,1187.700,18.47,46.64,4.64,2213.35
2016-11-28,1189.100,1187.000,17.39,46.49,4.66,2201.72
2016-11-29,1187.300,1186.550,17.28,46.71,4.69,2204.66
2016-11-30,1187.400,1178.100,19.18,46.17,4.67,2198.81
2016-12-01,1168.750,1161.850,19.39,47.84,4.62,2191.08
2016-12-02,1171.650,1173.500,18.44,45.92,4.64,2191.95
2016-12-05,1164.900,1162.200,17.56,46.25,4.58,2204.71
2016-12-06,1171.150,1172.500,17.06,45.51,4.5,2212.23
2016-12-07,1171.250,1177.650,16.87,45.99,4.42,2241.35
2016-12-08,1174.750,1171.050,16.48,44.93,4.38,2246.19
2016-12-09,1168.900,1163.600,18.66,46.57,4.28,2259.53
2016-12-12,1154.400,1156.100,16.97,47.97,4.25,2256.96
2016-12-13,1157.350,1158.550,16.17,47.23,4.2,2271.72
2016-12-14,1160.950,1162.250,18.21,48.94,4.12,2253.28
2016-12-15,1132.450,1126.950,17.89,49.62,4.2,2262.03
2016-12-16,1134.850,1131.600,17.55,49.61,4.21,2258.07
2016-12-19,1137.600,1136.250,16.05,45.38,4.23,2262.53
2016-12-20,1132.750,1125.700,16.69,43.82,4.2,2270.76
2016-12-21,1134.400,1133.650,15.82,42.48,4.19,2265.18
2016-12-22,1130.550,1131.350,15.28,43.39,4.17,2260.96
2016-12-23,1131.000,.,16.36,42.17,4.16,2263.79
2016-12-26,.,.,.,.,.,.
2016-12-27,.,.,16.68,42.32,4.11,2268.88
2016-12-28,1139.750,1134.600,16.04,42.53,4.15,2249.92
2016-12-29,1146.800,1145.900,15.68,44.84,4.18,2249.26
2016-12-30,1159.100,.,16.23,46.16,4.21,2238.83
2017-01-02,.,.,.,.,.,.
2017-01-03,1148.650,1151.000,16.26,47.07,4.13,2257.83
2017-01-04,1165.900,1164.250,15.16,46.10,4.02,2270.75
2017-01-05,1173.05,1176.700,14.98,47.06,4.04,2269.0
2017-01-06,1178.000,1175.850,14.55,46.09,3.98,2276.98
2017-01-09,1176.100,1178.500,14.38,46.50,4.02,2268.9
2017-01-10,1183.200,1189.500,14.32,44.90,4,2268.9
2017-01-11,1187.55,1178.55,14.96,46.32,4.03,2275.32
2017-01-12,1206.65,1205.05,14.60,45.21,4.05,2270.44
2017-01-13,1196.35,1190.35,14.63,44.86,4.02,2274.64
2017-01-16,1202.75,1203.0,.,.,4,.
2017-01-17,1217.5,1216.05,15.67,45.79,4.06,2267.89
2017-01-18,1212.5,1214.75,15.25,44.71,4.01,2271.89
2017-01-19,1203.35,1196.05,15.11,45.45,3.99,2263.69
2017-01-20,1199.1,1200.55,14.38,45.19,4.02,2271.31
2017-01-23,1213.75,1212.85,15.15,43.03,4.1,2265.2
2017-01-24,1213.3,1216.8,14.65,42.13,4.02,2280.07
2017-01-25,1203.5,1195.0,14.47,41.89,3.93,2298.37
2017-01-26,1191.55,1189.7,14.74,41.48,3.93,2296.68
2017-01-27,1184.2,1184.85,14.34,41.49,3.93,2294.69
2017-01-30,1189.85,1192.8,15.19,42.60,3.96,2280.90
2017-01-31,1198.8,1212.8,15.27,42.32,4,2278.87
2017-02-01,1210.0,1203.65,14.80,41.12,3.95,2279.55
2017-02-02,1224.05,1221.95,15.04,40.80,3.93,2280.85
2017-02-03,1213.05,1215.2,15.04,39.05,3.86,2297.42
2017-02-06,1221.85,1226.75,15.74,39.83,3.91,2292.56
2017-02-07,1231.0,1231.0,15.26,39.10,3.93,2293.08
2017-02-08,1235.6,1242.1,15.20,39.11,3.98,2294.67
2017-02-09,1241.75,1236.8,14.88,37.87,3.93,2307.87
2017-02-10,1225.75,1228.3,14.88,37.85,3.9,2316.1
2017-02-13,1229.4,1222.25,14.61,38.78,3.86,2328.25
2017-02-14,1229.65,1230.75,14.21,38.03,3.8,2337.58
2017-02-15,1225.15,1224.4,13.71,36.93,3.77,2349.25
2017-02-16,1236.75,1240.55,13.75,36.06,3.83,2347.22
2017-02-17,1241.4,1241.95,13.27,34.79,3.86,2351.16
2017-02-20,1235.35,1237.3,.,.,3.86,.
2017-02-21,1228.7,1233.2,13.72,35.17,3.81,2365.38
2017-02-22,1237.5,1236.65,13.26,35.48,3.78,2362.82
2017-02-23,1237.35,1247.9,13.68,36.38,3.77,2363.81
2017-02-24,1255.35,1253.65,13.54,37.05,3.84,2367.34
2017-02-27,1256.25,1257.2,14.44,39.60,3.75,2369.75
2017-02-28,1251.9,1255.6,14.30,39.27,3.74,2363.64
2017-03-01,1246.05,1240.4,14.41,38.82,3.57,2395.96
2017-03-02,1243.3,1238.1,13.89,39.93,3.55,2381.92
2017-03-03,1228.75,1226.5,13.66,38.28,3.6,2383.12
2017-03-06,1231.15,1230.95,13.24,38.66,3.66,2375.31
2017-03-07,1223.7,1216.65,13.22,38.58,3.73,2368.39
2017-03-08,1213.3,1209.2,13.58,38.12,3.79,2362.98
2017-03-09,1204.6,1206.55,13.62,36.93,3.88,2364.87
2017-03-10,1196.550,1202.650,13.03,36.00,3.89,2372.6
2017-03-13,1207.8,1204.2,11.27,34.59,3.94,2373.47
2017-03-14,1203.55,1204.6,11.57,36.08,4.05,2365.45
2017-03-15,1202.25,1198.8,11.23,35.24,4.02,2385.26
2017-03-16,1225.6,1229.35,11.12,34.29,3.88,2381.38
2017-03-17,1228.75,1229.6,10.80,31.42,3.91,2378.25
2017-03-20,1233.0,1232.4,11.35,32.56,3.97,2373.47
2017-03-21,1232.05,1241.6,12.13,33.49,4.04,2344.02
2017-03-22,1246.1,1249.05,12.28,33.36,4.16,2348.45
2017-03-23,1247.9,1247.5,12.58,33.94,4.11,2345.96
2017-03-24,1244.0,1247.5,12.06,34.13,4.07,2343.98
2017-03-27,1256.9,1257.55,12.51,35.33,4.12,2341.59
2017-03-28,1253.65,1257.25,12.35,34.45,4.01,2358.57
2017-03-29,1252.9,1251.1,11.65,34.34,3.94,2361.13
2017-03-30,1250.9,1248.8,12.09,33.57,3.85,2368.06
2017-03-31,1241.7,1244.85,12.41,32.74,3.92,2362.72
2017-04-03,1246.25,1247.25,12.61,33.64,3.98,2358.84
2017-04-04,1258.65,1257.65,12.41,33.84,3.98,2360.16
2017-04-05,1252.50,1245.80,13.23,34.09,3.91,2352.95
2017-04-06,1253.75,1252.5,12.85,33.73,3.93,2357.49
2017-04-07,1264.3,1266.45,13.45,33.69,3.86,2355.54
2017-04-10,1253.6,1250.05,13.75,34.36,3.86,2357.16
2017-04-11,1255.7,1252.9,15.20,35.40,3.94,2353.78
2017-04-12,1272.3,1274.3,16.08,35.85,3.96,2344.93
2017-04-13,1286.1,1284.15,16.20,36.24,4.03,2328.95
2017-04-14,.,.,.,.,.,.
2017-04-17,.,.,16.20,37.28,4,2349.01
2017-04-18,1285.0,1278.95,15.67,36.72,4.07,2342.19
2017-04-19,1282.050,1279.050,14.50,37.26,4.01,2338.17
2017-04-20,1279.900,1282.100,14.54,37.83,3.98,2355.84
2017-04-21,1281.500,1281.850,15.31,37.68,3.97,2348.69
2017-04-24,1271.800,1269.400,12.29,33.19,3.86,2374.15
2017-04-25,1270.500,1267.800,12.45,34.70,3.78,2388.61
2017-04-26,1264.950,1261.850,12.02,34.73,3.76,2387.45
2017-04-27,1264.300,1262.800,11.53,34.34,3.78,2388.77
2017-04-28,1265.550,1266.450,11.60,33.08,3.75,2384.2
2017-05-01,.,.,12.35,35.02,3.78,2388.33
2017-05-02,1255.800,1255.450,12.38,35.18,3.79,2391.17
2017-05-03,1253.950,1250.300,12.54,36.02,3.76,2388.13
2017-05-04,1235.850,1228.450,12.41,36.33,3.8,2389.52
2017-05-05,1239.400,1228.050,12.01,35.71,3.82,2399.29
2017-05-08,1229.700,1229.800,11.95,34.79,3.8,2399.38
2017-05-09,1225.150,1220.400,12.10,34.37,3.74,2396.92
2017-05-10,1222.950,1222.950,11.20,33.82,3.72,2399.63
2017-05-11,1221.000,1223.150,11.24,33.71,3.72,2394.44
2017-05-12,1227.900,1231.250,11.13,33.42,3.77,2390.9
2017-05-15,1231.500,1233.300,11.28,32.45,3.72,2402.32
2017-05-16,1234.050,1234.200,11.19,31.30,3.71,2400.67
2017-05-17,1244.600,1257.400,13.03,33.50,3.84,2357.03
2017-05-18,1261.350,1255.900,12.95,33.85,3.85,2365.72
2017-05-19,1251.850,1252.000,12.04,31.54,3.78,2381.73
2017-05-22,1255.250,1258.850,12.32,31.30,3.72,2394.02
2017-05-23,1259.900,1260.200,11.89,31.71,3.67,2398.42
2017-05-24,1251.350,1252.550,11.75,31.69,3.68,2404.39
2017-05-25,1257.100,1256.950,11.20,31.33,3.67,2415.07
2017-05-26,1265.000,1265.050,11.59,30.34,3.67,2415.82
2017-05-29,.,.,.,.,3.67,.
2017-05-30,1262.800,1262.700,11.62,31.14,3.68,2412.91
2017-05-31,1263.800,1266.200,11.82,31.08,3.74,2411.8
2017-06-01,1266.150,1264.850,11.81,30.64,3.69,2430.06
2017-06-02,1260.950,1274.950,12.09,30.37,3.69,2439.07
2017-06-05,1280.700,1279.950,12.44,29.87,3.68,2436.1
2017-06-06,1287.850,1293.500,13.23,31.83,3.72,2429.33
2017-06-07,1292.700,1291.000,13.16,31.14,3.73,2433.14
2017-06-08,1284.800,1273.100,12.62,30.75,3.76,2433.79
2017-06-09,1274.250,1266.550,12.50,29.54,3.73,2431.77
2017-06-12,1269.25,1266.40,12.41,28.28,3.71,2429.39
2017-06-13,1261.30,1262.00,12.16,28.78,3.68,2440.35
2017-06-14,1268.25,1275.50,11.50,28.94,3.7,2437.92
2017-06-15,1260.25,1254.55,11.03,29.81,3.72,2432.46
2017-06-16,1256.60,1255.40,10.16,28.96,3.76,2433.15
2017-06-19,1251.10,1248.15,10.69,26.70,3.7,2453.46
2017-06-20,1246.50,1242.20,11.14,28.09,3.77,2437.03
2017-06-21,1247.05,1242.50,11.25,27.85,3.85,2435.61
2017-06-22,1251.40,1250.80,11.24,27.05,3.87,2434.5
2017-06-23,1256.30,1255.70,10.86,26.55,3.86,2438.3
2017-06-26,1240.85,1245.25,11.05,27.90,3.83,2439.07
2017-06-27,1250.40,1249.55,11.96,28.82,3.77,2419.38
2017-06-28,1251.60,1248.00,11.38,29.27,3.77,2440.69
2017-06-29,1246.60,1243.50,11.21,29.37,3.76,2419.7
2017-06-30,1243.25,1242.25,11.00,28.98,3.77,2423.41
2017-07-03,1235.20,1229.25,11.93,30.64,3.72,2429.01
2017-07-04,1224.25,1223.75,.,.,3.72,.
2017-07-05,1221.90,1220.30,11.88,30.75,3.73,2432.54
2017-07-06,1224.30,1224.90,11.72,30.64,3.78,2409.75
2017-07-07,1220.40,1215.65,12.54,30.79,3.83,2425.18
2017-07-10,1207.55,1211.90,12.22,30.41,3.83,2427.43
2017-07-11,1211.90,1211.05,12.30,29.66,3.85,2425.53
2017-07-12,1219.40,1218.80,11.56,28.92,3.81,2443.25
2017-07-13,1221.40,1218.90,11.29,28.62,3.77,2447.83
2017-07-14,1218.95,1230.30,11.11,26.34,3.73,2459.27
2017-07-17,1229.85,1234.10,11.08,28.00,3.69,2459.14
2017-07-18,1237.10,1240.75,11.14,28.36,3.69,2460.61
2017-07-19,1239.85,1242.15,11.08,27.61,3.64,2473.83
2017-07-20,1236.55,1238.70,10.85,27.28,3.61,2473.45
2017-07-21,1247.25,1248.55,11.22,26.83,3.64,2472.54
2017-07-24,1255.85,1255.55,11.80,26.61,3.63,2469.91
2017-07-25,1252.00,1254.40,12.07,27.20,3.55,2477.13
2017-07-26,1245.40,1248.10,11.63,27.35,3.56,2477.83
2017-07-27,1262.05,1261.10,11.24,28.26,3.55,2475.42
2017-07-28,1259.60,1264.90,11.44,27.64,3.59,2472.1
2017-07-31,1266.35,1267.55,11.61,27.66,3.61,2470.3
2017-08-01,1267.05,1270.95,11.28,27.44,3.6,2476.35
2017-08-02,1266.65,1269.60,11.24,26.18,3.59,2477.57
2017-08-03,1261.80,1268.10,11.31,26.88,3.63,2472.16
